Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Idaho,US,2020-08-04 23:34:53,44.2405,-114.4788,21676,200,7617.0,13859.0,16.0,1212.9385332934166,187778.0,886.0,0.9226794611551948,84000016.0,USA,10507.620036204615,4.087470012917511
Illinois,US,2020-08-04 23:34:53,40.3495,-88.9861,185993,7742,,178251.0,17.0,1467.7685235610572,2850676.0,,4.162522245460851,84000017.0,USA,22496.18267177227,
Indiana,US,2020-08-04 23:34:53,39.8494,-86.2583,69255,2996,43535.0,22724.0,18.0,1028.7098503480056,785018.0,9148.0,4.3260414410511885,84000018.0,USA,11660.612942032929,13.209154573676988
Iowa,US,2020-08-04 23:34:53,42.0115,-93.2105,46053,888,34023.0,11142.0,19.0,1459.6506575131455,490371.0,,1.9282131457234055,84000019.0,USA,15542.31760309597,
Kansas,US,2020-08-04 23:34:53,38.5266,-96.7265,28757,368,1196.0,27193.0,20.0,987.0889303384394,301839.0,1782.0,1.2796884236881454,84000020.0,USA,10360.675162375219,6.1967520951420525
Kentucky,US,2020-08-04 23:34:53,37.6681,-84.6701,32197,751,8406.0,23040.0,21.0,720.6659932363001,607855.0,3851.0,2.332515451750163,84000021.0,USA,13605.628702011092,11.960741684007829
Louisiana,US,2020-08-04 23:34:53,31.1695,-91.8678,124461,4051,74246.0,46164.0,22.0,2677.275009389532,1449857.0,,3.254834847863989,84000022.0,USA,31187.809139316563,
Maine,US,2020-08-04 23:34:53,44.6939,-69.3819,3977,123,3424.0,430.0,23.0,295.8610695336748,175761.0,388.0,3.0927835051546397,84000023.0,USA,13075.39286957712,9.75609756097561
Maryland,US,2020-08-04 23:34:53,39.0639,-76.8021,91854,3530,5740.0,82584.0,24.0,1519.3328128514904,972346.0,12888.0,3.843055283384501,84000024.0,USA,16083.318998028344,14.030962179110329
Massachusetts,US,2020-08-04 23:34:53,42.2302,-71.5301,119203,8657,97595.0,12951.0,25.0,1729.4588047332004,1242276.0,11973.0,7.262401114065922,84000025.0,USA,18023.58301476256,10.04421029672072
Michigan,US,2020-08-04 23:34:53,43.3266,-84.5361,93175,6471,60022.0,26682.0,26.0,932.9762106336357,1954415.0,,6.944995975315268,84000026.0,USA,19569.870681036085,
Minnesota,US,2020-08-04 23:34:53,45.6945,-93.9002,57162,1660,50426.0,5076.0,27.0,1013.5767723851483,878111.0,5346.0,2.904027150904447,84000027.0,USA,15570.359910008314,9.352366957069382
Mississippi,US,2020-08-04 23:34:53,32.7416,-89.6787,62199,1753,42391.0,18055.0,28.0,2089.9155250627573,463791.0,4424.0,2.818373285744144,84000028.0,USA,15583.594772976756,7.112654544285277
Missouri,US,2020-08-04 23:34:53,38.4561,-92.2884,54349,1290,,53059.0,29.0,885.5338099281979,721523.0,,2.373548731347403,84000029.0,USA,11756.113472940131,
Montana,US,2020-08-04 23:34:53,46.9219,-110.4544,4314,64,2766.0,1484.0,30.0,403.6385479491531,181236.0,238.0,1.483541956420955,84000030.0,USA,16957.310124272768,5.516921650440427
Nebraska,US,2020-08-04 23:34:53,41.1254,-98.2681,27182,328,19677.0,7177.0,31.0,1405.184428517665,283859.0,1644.0,1.2066808917666103,84000031.0,USA,14674.205234883233,6.048120079464352
Nevada,US,2020-08-04 23:34:53,38.3135,-117.0554,52179,862,1209.0,50108.0,32.0,1694.0375747202413,489087.0,,1.6520055961210451,84000032.0,USA,15878.643808949937,
New Hampshire,US,2020-08-04 23:34:53,43.4525,-71.5639,6693,418,5848.0,427.0,33.0,492.23695329375136,164836.0,697.0,6.245330942776035,84000033.0,USA,12122.870227570418,10.413865232332286
New Jersey,US,2020-08-04 23:34:53,40.2989,-74.521,182586,15846,32697.0,134043.0,34.0,2055.641682963323,2164936.0,21565.0,8.67865006079327,84000034.0,USA,24373.89877946768,11.810872684652713
New Mexico,US,2020-08-04 23:34:53,34.8405,-106.2485,21340,658,8463.0,12219.0,35.0,1017.7272443294136,577810.0,2730.0,3.0834114339268983,84000035.0,USA,27556.372026521956,12.792877225866913
New York,US,2020-08-04 23:34:53,42.1657,-74.9481,417589,32725,73326.0,311538.0,36.0,2146.5941377005474,6153767.0,89995.0,7.836652785394251,84000036.0,USA,31633.113341048458,21.55109449722095
North Carolina,US,2020-08-04 23:34:53,35.6301,-79.8064,128715,2061,105093.0,21561.0,37.0,1227.2498961678796,1854026.0,,1.6012119799557158,84000037.0,USA,17677.451858699835,
North Dakota,US,2020-08-04 23:34:53,47.5289,-99.784,6933,107,5715.0,1111.0,38.0,909.7684965265294,160470.0,389.0,1.5433434299725948,84000038.0,USA,21057.341791087863,5.6108466753209285
Northern Mariana Islands,US,2020-08-04 23:34:53,15.0979,145.6739,46,2,29.0,15.0,69.0,83.4179602495285,12301.0,4.0,4.3478260869565215,580.0,MNP,22307.050631075,8.695652173913043
Ohio,US,2020-08-04 23:34:53,40.3888,-82.7649,95106,3570,71338.0,20198.0,39.0,813.6297918573714,1555812.0,11119.0,3.7537063907639903,84000039.0,USA,13309.938318604512,11.691165646752046
Oklahoma,US,2020-08-04 23:34:53,35.5653,-96.9289,39463,566,32319.0,6578.0,40.0,997.3032402815184,657276.0,3375.0,1.4342548716519272,84000040.0,USA,16610.584206960324,8.552314826546386
Oregon,US,2020-08-04 23:34:53,44.572,-122.0709,19699,333,3960.0,15406.0,41.0,467.05140695116836,419914.0,1688.0,1.690441139144119,84000041.0,USA,9955.90763482882,8.568962891517335
Pennsylvania,US,2020-08-04 23:34:53,40.5908,-77.2098,119724,7248,86256.0,26220.0,42.0,935.1984289316292,1271529.0,,6.053924025258094,84000042.0,USA,9932.276929780208,
Puerto Rico,US,2020-08-04 23:34:53,18.2208,-66.5901,19324,237,,19087.0,72.0,658.755958939227,325296.0,,1.2264541502794453,630.0,PRI,11089.35408916864,
Rhode Island,US,2020-08-04 23:34:53,41.6809,-71.5118,19390,1011,1848.0,16531.0,44.0,1830.3486724544323,211953.0,2242.0,5.214027849406911,84000044.0,USA,20007.627239439626,11.562661165549253
South Carolina,US,2020-08-04 23:34:53,33.8569,-80.945,94190,1847,32859.0,59484.0,45.0,1829.3888532165506,740457.0,5799.0,1.9609300350355665,84000045.0,USA,14381.396985732748,6.156704533389957
South Dakota,US,2020-08-04 23:34:53,44.2998,-99.4388,9079,136,8008.0,935.0,46.0,1026.2711395012088,115381.0,846.0,1.4979623306531555,84000046.0,USA,13042.426516883908,9.318206850974775
Tennessee,US,2020-08-04 23:34:53,35.7478,-86.6923,112441,1117,73259.0,38065.0,47.0,1646.480233187791,1592650.0,4900.0,0.9934098771800322,84000047.0,USA,23321.268428656236,4.357841001058333
Texas,US,2020-08-04 23:34:53,31.0545,-97.5635,465456,7261,306262.0,151933.0,48.0,1605.2486903226013,3884848.0,,1.5599755938262694,84000048.0,USA,13397.930554343218,
Utah,US,2020-08-04 23:34:53,40.15,-111.8624,41907,321,30449.0,11137.0,49.0,1307.159981509427,544956.0,2482.0,0.7659818168802348,84000049.0,USA,16998.226427170906,5.922638222731286
Vermont,US,2020-08-04 23:34:53,44.0459,-72.7107,1431,57,1249.0,125.0,50.0,229.33096577022994,98801.0,,3.9832285115303994,84000050.0,USA,15833.772710736886,
Virgin Islands,US,2020-08-04 23:34:53,18.3358,-64.8963,463,8,364.0,91.0,78.0,431.6291904389007,9775.0,,1.7278617710583153,850.0,VIR,9112.689711750008,
Virginia,US,2020-08-04 23:34:53,37.7693,-78.17,94251,2244,12385.0,79622.0,51.0,1104.2210789994142,1168038.0,13640.0,2.3808765954737883,84000051.0,USA,13684.440278324024,14.471994992095576
Washington,US,2020-08-04 23:34:53,47.4009,-121.4905,58715,1600,,57115.0,53.0,771.0548263777313,1008822.0,5744.0,2.725027676062335,84000053.0,USA,13248.01280858444,9.782849357063784
West Virginia,US,2020-08-04 23:34:53,38.4912,-80.9545,7059,124,5063.0,1872.0,54.0,393.88509982719046,298439.0,,1.7566227510978891,84000054.0,USA,16652.59602030414,
Wisconsin,US,2020-08-04 23:34:53,44.2685,-89.6165,56056,961,45368.0,9727.0,55.0,962.7588736944034,989016.0,4783.0,1.7143570714999286,84000055.0,USA,16986.29817014671,8.532538889681748
Wyoming,US,2020-08-04 23:34:53,42.756,-107.3025,2884,27,2284.0,573.0,56.0,498.3075857135699,55243.0,169.0,0.9361997226074896,84000056.0,USA,9545.078348673627,5.859916782246879
