Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Guam,US,2020-08-05 23:35:47,13.4443,144.7937,389,5,319.0,65.0,66.0,236.8643783984558,23435.0,,1.2853470437017995,316.0,GUM,14269.708760328564,
Hawaii,US,2020-08-05 23:35:47,21.0943,-157.4983,2763,27,1354.0,1382.0,15.0,195.14475884825748,132526.0,208.0,0.977198697068404,84000015.0,USA,9360.02689508656,7.528049221860298
Idaho,US,2020-08-05 23:35:47,44.2405,-114.4788,22236,210,7875.0,14151.0,16.0,1244.274830518196,191887.0,906.0,0.9444144630329196,84000016.0,USA,10737.550117091432,4.074473826227739
Illinois,US,2020-08-05 23:35:47,40.3495,-88.9861,187752,7770,,179982.0,17.0,1481.6497171164274,2897344.0,,4.1384379394094335,84000017.0,USA,22864.464389135548,
Indiana,US,2020-08-05 23:35:47,39.8494,-86.2583,69975,3007,51709.0,15259.0,18.0,1039.4046895978877,792225.0,9148.0,4.297249017506252,84000018.0,USA,11767.665312135568,13.073240443015365
Iowa,US,2020-08-05 23:35:47,42.0115,-93.2105,46664,900,34733.0,11031.0,19.0,1479.0163134256927,496428.0,,1.9286816389507973,84000019.0,USA,15734.29432627485,
Kansas,US,2020-08-05 23:35:47,38.5266,-96.7265,29230,371,1254.0,27605.0,20.0,1003.3247360222757,308718.0,1821.0,1.2692439274717755,84000020.0,USA,10596.798010787714,6.229900786862812
Kentucky,US,2020-08-05 23:35:47,37.6681,-84.6701,32741,752,8467.0,23522.0,21.0,732.8423543979158,620822.0,3903.0,2.296814391741242,84000021.0,USA,13895.869281391006,11.920833206071894
Louisiana,US,2020-08-05 23:35:47,31.1695,-91.8678,125943,4092,89083.0,32768.0,22.0,2709.1542451655205,1469867.0,,3.2490888735380286,84000022.0,USA,31618.24335515835,
Maine,US,2020-08-05 23:35:47,44.6939,-69.3819,3994,124,3456.0,414.0,23.0,297.1257509976105,178245.0,390.0,3.104656985478217,84000023.0,USA,13260.185149366322,9.764646970455683
Maryland,US,2020-08-05 23:35:47,39.0639,-76.8021,92426,3536,5749.0,83141.0,24.0,1528.7941141443146,982395.0,12922.0,3.825763313353385,84000024.0,USA,16249.536859377275,13.980914461298768
Massachusetts,US,2020-08-05 23:35:47,42.2302,-71.5301,119643,8659,97595.0,13389.0,25.0,1735.8425524080294,1242276.0,11973.0,7.237364492699113,84000025.0,USA,18023.58301476256,10.007271633108498
Michigan,US,2020-08-05 23:35:47,43.3266,-84.5361,93891,6477,60022.0,27392.0,26.0,940.1456334059854,1980472.0,,6.898424769147201,84000026.0,USA,19830.78359888401,
Minnesota,US,2020-08-05 23:35:47,45.6945,-93.9002,57779,1670,51223.0,4886.0,27.0,1024.517202540875,887623.0,5373.0,2.890323473926513,84000027.0,USA,15739.02339727131,9.299226362519256
Mississippi,US,2020-08-05 23:35:47,32.7416,-89.6787,63436,1802,42391.0,19243.0,28.0,2131.479304295585,477822.0,4472.0,2.84065830128003,84000028.0,USA,16055.042943078457,7.049624818714925
Missouri,US,2020-08-05 23:35:47,38.4561,-92.2884,55614,1298,,54316.0,29.0,906.1450496853081,730574.0,,2.3339446901859238,84000029.0,USA,11903.585671391993,
Montana,US,2020-08-05 23:35:47,46.9219,-110.4544,4428,64,2820.0,1544.0,30.0,414.30493516894995,183124.0,248.0,1.4453477868112017,84000030.0,USA,17133.960467000634,5.600722673893405
Nebraska,US,2020-08-05 23:35:47,41.1254,-98.2681,27486,334,19764.0,7388.0,31.0,1420.8998308526434,287105.0,1644.0,1.2151640835334352,84000031.0,USA,14842.008511131056,5.9812268063741545
Nevada,US,2020-08-05 23:35:47,38.3135,-117.0554,52828,890,1234.0,50704.0,32.0,1715.1079360915487,491117.0,,1.6847126523813132,84000032.0,USA,15944.549561775442,
New Hampshire,US,2020-08-05 23:35:47,43.4525,-71.5639,6693,418,5915.0,360.0,33.0,492.23695329375136,165976.0,698.0,6.245330942776035,84000033.0,USA,12206.711573268145,10.428806215448978
New Jersey,US,2020-08-05 23:35:47,40.2989,-74.521,183327,15842,32749.0,134736.0,34.0,2063.9842201078786,2187018.0,21565.0,8.641389429816666,84000034.0,USA,24622.50863807237,11.763133635525591
New Mexico,US,2020-08-05 23:35:47,34.8405,-106.2485,21804,670,8685.0,12449.0,35.0,1039.8558966897158,590825.0,2753.0,3.07283067327096,84000035.0,USA,28177.071187016205,12.62612364703724
New York,US,2020-08-05 23:35:47,42.1657,-74.9481,418225,32754,73410.0,312061.0,36.0,2149.8634620160287,6226435.0,89995.0,7.83166955586108,84000036.0,USA,32006.65934632739,21.518321477673503
North Carolina,US,2020-08-05 23:35:47,35.6301,-79.8064,129733,2085,105093.0,22555.0,37.0,1236.9561494740124,1873668.0,,1.6071469865030483,84000037.0,USA,17864.731060506383,
North Dakota,US,2020-08-05 23:35:47,47.5289,-99.784,7057,108,5837.0,1112.0,38.0,926.040138466424,162014.0,394.0,1.5303953521326343,84000038.0,USA,21259.94997782333,5.583108969817204
Northern Mariana Islands,US,2020-08-05 23:35:47,15.0979,145.6739,46,2,29.0,15.0,69.0,83.4179602495285,12301.0,4.0,4.3478260869565215,580.0,MNP,22307.050631075,8.695652173913043
Ohio,US,2020-08-05 23:35:47,40.3888,-82.7649,96303,3595,72950.0,19758.0,39.0,823.8701012053966,1574613.0,11231.0,3.733009355887148,84000039.0,USA,13470.78047069492,11.66214967342658
Oklahoma,US,2020-08-05 23:35:47,35.5653,-96.9289,40556,582,33383.0,6591.0,40.0,1024.925378528172,664730.0,3445.0,1.435052766545024,84000040.0,USA,16798.960619120033,8.494427458329222
Oregon,US,2020-08-05 23:35:47,44.572,-122.0709,19977,337,4037.0,15603.0,41.0,473.6426192529311,426802.0,1726.0,1.6869399809781251,84000041.0,USA,10119.217959773217,8.639935926315262
Pennsylvania,US,2020-08-05 23:35:47,40.5908,-77.2098,120446,7254,87942.0,25250.0,42.0,940.8381775675639,1284725.0,,6.022615944074523,84000042.0,USA,10035.354662466903,
Puerto Rico,US,2020-08-05 23:35:47,18.2208,-66.5901,19651,246,,19405.0,72.0,669.9034024588465,325623.0,,1.2518446898376674,630.0,PRI,11100.501532688259,
Rhode Island,US,2020-08-05 23:35:47,41.6809,-71.5118,19481,1012,1855.0,16614.0,44.0,1838.9387564767817,213535.0,2248.0,5.194805194805196,84000044.0,USA,20156.9625462897,11.53944869359889
South Carolina,US,2020-08-05 23:35:47,33.8569,-80.945,95472,1894,32859.0,60719.0,45.0,1854.2882747031588,748622.0,5799.0,1.9838277191218368,84000045.0,USA,14539.980274686068,6.074032176973352
South Dakota,US,2020-08-05 23:35:47,44.2998,-99.4388,9168,137,8080.0,951.0,46.0,1036.3315130462697,116374.0,856.0,1.4943280977312392,84000046.0,USA,13154.673156549587,9.336823734729494
Tennessee,US,2020-08-05 23:35:47,35.7478,-86.6923,114086,1142,75550.0,37394.0,47.0,1670.5680657719367,1612045.0,5001.0,1.0009992461827042,84000047.0,USA,23605.270564200004,4.383535227810599
Texas,US,2020-08-05 23:35:47,31.0545,-97.5635,474420,7494,315652.0,151274.0,48.0,1636.1634261086945,3908235.0,,1.579613001138232,84000048.0,USA,13478.586837902942,
Utah,US,2020-08-05 23:35:47,40.15,-111.8624,42328,327,30911.0,11090.0,49.0,1320.291781738875,550322.0,2519.0,0.7725382725382726,84000049.0,USA,17165.602294228433,5.951143451143452
Vermont,US,2020-08-05 23:35:47,44.0459,-72.7107,1436,57,1254.0,125.0,50.0,230.13226194692533,98990.0,,3.969359331476323,84000050.0,USA,15864.061706215974,
Virgin Islands,US,2020-08-05 23:35:47,18.3358,-64.8963,481,8,374.0,99.0,78.0,448.4095909311257,10103.0,,1.6632016632016633,850.0,VIR,9418.465898497221,
Virginia,US,2020-08-05 23:35:47,37.7693,-78.17,95049,2274,12522.0,80253.0,51.0,1113.5702468707527,1179756.0,13826.0,2.39245020989174,84000051.0,USA,13821.725427592626,14.546181443255586
Washington,US,2020-08-05 23:35:47,47.4009,-121.4905,60076,1623,,58453.0,53.0,788.9276973425627,1009486.0,5779.0,2.701578001198482,84000053.0,USA,13256.732563412252,9.619481989479992
West Virginia,US,2020-08-05 23:35:47,38.4912,-80.9545,7162,124,5218.0,1820.0,54.0,399.6323962264256,302594.0,,1.7313599553197432,84000054.0,USA,16884.440841069398,
Wisconsin,US,2020-08-05 23:35:47,44.2685,-89.6165,56935,969,46323.0,9643.0,55.0,977.8556528077432,1006094.0,4826.0,1.7019408096952666,84000055.0,USA,17279.611928619543,8.476332660050938
Wyoming,US,2020-08-05 23:35:47,42.756,-107.3025,2923,27,2323.0,573.0,56.0,505.04614183105576,55714.0,169.0,0.9237085186452276,84000056.0,USA,9626.459372554034,5.781731098186794
