Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Oklahoma,US,2020-07-25 23:35:09,35.5653,-96.9289,30081,496,24053.0,5532.0,40.0,760.2026903912108,565709.0,2768.0,1.6488813536784015,84000040.0,USA,14296.516198880408,9.201821747947207
Oregon,US,2020-07-25 23:35:09,44.572,-122.0709,16104,282,3541.0,12281.0,41.0,381.816125566862,374010.0,1474.0,1.7511177347242919,84000041.0,USA,8867.55148554782,9.153005464480874
Pennsylvania,US,2020-07-25 23:35:09,40.5908,-77.2098,111115,7124,79968.0,24023.0,42.0,867.9510660413785,1123330.0,,6.411375601853934,84000042.0,USA,8774.652126321933,
Puerto Rico,US,2020-07-25 23:35:09,18.2208,-66.5901,14540,201,,14339.0,72.0,495.66920114760717,320512.0,,1.3823933975240714,630.0,PRI,10926.267331377021,
Rhode Island,US,2020-07-25 23:35:09,41.6809,-71.5118,18224,1002,1769.0,15453.0,44.0,1720.2823211350994,190028.0,2146.0,5.498244073748904,84000044.0,USA,17937.983369219746,11.775680421422301
South Carolina,US,2020-07-25 23:35:09,33.8569,-80.945,80008,1465,29378.0,49165.0,45.0,1553.9414308116552,638490.0,4827.0,1.8310668933106689,84000045.0,USA,12400.960705916079,6.0331466853314675
South Dakota,US,2020-07-25 23:35:09,44.2998,-99.4388,8305,122,7307.0,876.0,46.0,938.7798010306797,105913.0,798.0,1.468994581577363,84000046.0,USA,11972.183632337432,9.608669476219145
Tennessee,US,2020-07-25 23:35:09,35.7478,-86.6923,90782,963,53808.0,36011.0,47.0,1329.3262113397611,1332374.0,4196.0,1.0607829745984887,84000047.0,USA,19510.031520649496,4.622061642175762
Texas,US,2020-07-25 23:35:09,31.0545,-97.5635,387336,4932,221510.0,160894.0,48.0,1335.8311133915884,3306042.0,,1.2733130925088296,84000048.0,USA,11401.764271277014,
Utah,US,2020-07-25 23:35:09,40.15,-111.8624,37623,274,24390.0,12959.0,49.0,1173.5337767993215,500139.0,2213.0,0.7282779151051219,84000049.0,USA,15600.297945263164,5.882040241341732
Vermont,US,2020-07-25 23:35:09,44.0459,-72.7107,1396,56,1182.0,158.0,50.0,223.721892533362,88816.0,,4.011461318051576,84000050.0,USA,14233.584245876127,
Virgin Islands,US,2020-07-25 23:35:09,18.3358,-64.8963,352,7,236.0,109.0,78.0,328.15005407017935,8253.0,,1.9886363636363635,850.0,VIR,7693.8136256851985,
Virginia,US,2020-07-25 23:35:09,37.7693,-78.17,83609,2075,10800.0,70734.0,51.0,979.5420758831419,1010443.0,12001.0,2.48179023789305,84000051.0,USA,11838.096781226775,14.353717901182884
Washington,US,2020-07-25 23:35:09,47.4009,-121.4905,51849,1494,,50355.0,53.0,680.8894097395722,883982.0,5301.0,2.881444193716369,84000053.0,USA,11608.593843669241,10.223919458427355
West Virginia,US,2020-07-25 23:35:09,38.4912,-80.9545,5775,103,4115.0,1557.0,54.0,322.2391913163373,256914.0,,1.7835497835497836,84000054.0,USA,14335.542787505712,
Wisconsin,US,2020-07-25 23:35:09,44.2685,-89.6165,47870,891,37287.0,9692.0,55.0,822.1647510302392,860243.0,4368.0,1.8612909964487152,84000055.0,USA,14774.628617516317,9.124712763735117
Wyoming,US,2020-07-25 23:35:09,42.756,-107.3025,2445,25,1866.0,554.0,56.0,422.45563351930605,48269.0,158.0,1.0224948875255624,84000056.0,USA,8340.086288075001,6.4621676891615545
